style,id,name,type,category,package,ini,sound_count,translation,sound,popularity,error
numeric,2209,past_junction,PACENOTE,ADDITIONAL,RBR,Extended.ini,2,Past Junction,past_junction2.ogg,-1,
numeric,2210,onto_bridge,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Onto Bridge,onto_bridge1.ogg,-1,
numeric,2210,onto_bridge,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Onto Bridge,onto_bridge2.ogg,-1,
numeric,2211,narrow_bridge,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Narrow Bridge,narrow_bridge1.ogg,-1,
numeric,2211,narrow_bridge,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Narrow Bridge,narrow_bridge2.ogg,-1,
numeric,2212,onto_narrow_bridge,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Onto Narrow Bridge,onto_narrow_bridge1.ogg,-1,
numeric,2212,onto_narrow_bridge,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Onto Narrow Bridge,onto_narrow_bridge2.ogg,-1,
numeric,2213,through_gate,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Through Gate,through_gate1.ogg,-1,
numeric,2213,through_gate,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Through Gate,through_gate2.ogg,-1,
numeric,2214,narrow_gate,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Narrow Gate,narrow_gate1.ogg,-1,
numeric,2214,narrow_gate,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Narrow Gate,narrow_gate2.ogg,-1,
numeric,2215,through_narrow_gate,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Through Narrow Gate,through_narrow_gate1.ogg,-1,
numeric,2215,through_narrow_gate,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Through Narrow Gate,through_narrow_gate2.ogg,-1,
numeric,2216,extraextralong,PACENOTE,ADDITIONAL,RBR,Extended.ini,3,Very Very Long,veryverylong1.ogg,-1,
numeric,2216,extraextralong,PACENOTE,ADDITIONAL,RBR,Extended.ini,3,Very Very Long,veryverylong2.ogg,-1,
numeric,2216,extraextralong,PACENOTE,ADDITIONAL,RBR,Extended.ini,3,Very Very Long,veryverylong3.ogg,-1,
numeric,2217,very_slippy,PACENOTE,CAUTIONS,RBR,Extended.ini,2,Very Slippy,very_slippy1.ogg,-1,
numeric,2217,very_slippy,PACENOTE,CAUTIONS,RBR,Extended.ini,2,Very Slippy,very_slippy2.ogg,-1,
numeric,2218,at_bush,PACENOTE,PREPOSITIONS,RBR,Extended.ini,2,At Bush,at_bush1.ogg,-1,
numeric,2218,at_bush,PACENOTE,PREPOSITIONS,RBR,Extended.ini,2,At Bush,at_bush2.ogg,-1,
numeric,2219,big_sumppu,PACENOTE,ADDITIONAL,RBR,Extended.ini,2,Big Sumppu,big_sumppu1.ogg,-1,
numeric,2219,big_sumppu,PACENOTE,ADDITIONAL,RBR,Extended.ini,2,Big Sumppu,big_sumppu2.ogg,-1,
numeric,2220,small_sumppu,PACENOTE,ADDITIONAL,RBR,Extended.ini,2,Small Sumppu,small_sumppu1.ogg,-1,
numeric,2220,small_sumppu,PACENOTE,ADDITIONAL,RBR,Extended.ini,2,Small Sumppu,small_sumppu2.ogg,-1,
numeric,2221,onto_narrower_road,PACENOTE,ADDITIONAL,RBR,Extended.ini,2,Onto Narrower,onto_narrower1.ogg,-1,
numeric,2221,onto_narrower_road,PACENOTE,ADDITIONAL,RBR,Extended.ini,2,Onto Narrower,onto_narrower2.ogg,-1,
numeric,2222,onto_wider_road,PACENOTE,ADDITIONAL,RBR,Extended.ini,2,Onto Wider,onto_wider1.ogg,-1,
numeric,2222,onto_wider_road,PACENOTE,ADDITIONAL,RBR,Extended.ini,2,Onto Wider,onto_wider2.ogg,-1,
numeric,2223,lift,PACENOTE,DRIVING,RBR,Extended.ini,2,Lift,lift1.ogg,-1,
numeric,2223,lift,PACENOTE,DRIVING,RBR,Extended.ini,2,Lift,lift2.ogg,-1,
numeric,2224,again,PACENOTE,LINKS,RBR,Extended.ini,4,Again,again1.ogg,-1,
numeric,2224,again,PACENOTE,LINKS,RBR,Extended.ini,4,Again,again2.ogg,-1,
numeric,2224,again,PACENOTE,LINKS,RBR,Extended.ini,4,Again,again3.ogg,-1,
numeric,2224,again,PACENOTE,LINKS,RBR,Extended.ini,4,Again,again4.ogg,-1,
numeric,2225,to_crest,PACENOTE,OBSTACLES,RBR,Extended.ini,2,To Crest,to_crest1.ogg,-1,
numeric,2225,to_crest,PACENOTE,OBSTACLES,RBR,Extended.ini,2,To Crest,to_crest2.ogg,-1,
numeric,2226,left_over,PACENOTE,CORNERS,RBR,Descriptive.ini,4,Left Over_(dist.),left_over1.ogg,-1,
numeric,2226,left_over,PACENOTE,CORNERS,RBR,Descriptive.ini,4,Left Over_(dist.),left_over2.ogg,-1,
numeric,2226,left_over,PACENOTE,CORNERS,RBR,Descriptive.ini,4,Left Over_(dist.),left_over3.ogg,-1,
numeric,2226,left_over,PACENOTE,CORNERS,RBR,Descriptive.ini,4,Left Over_(dist.),left_over4.ogg,-1,
numeric,2227,right_over,PACENOTE,CORNERS,RBR,Descriptive.ini,4,Right Over_(dist.),right_over1.ogg,-1,
numeric,2227,right_over,PACENOTE,CORNERS,RBR,Descriptive.ini,4,Right Over_(dist.),right_over2.ogg,-1,
numeric,2227,right_over,PACENOTE,CORNERS,RBR,Descriptive.ini,4,Right Over_(dist.),right_over3.ogg,-1,
numeric,2227,right_over,PACENOTE,CORNERS,RBR,Descriptive.ini,4,Right Over_(dist.),right_over4.ogg,-1,
numeric,2228,precise,PACENOTE,CAUTIONS,RBR,Extended.ini,2,Precise,precise1.ogg,-1,
numeric,2228,precise,PACENOTE,CAUTIONS,RBR,Extended.ini,2,Precise,precise2.ogg,-1,
numeric,2229,stay_out,PACENOTE,LINE,RBR,Extended.ini,2,Stay Out,stay_out1.ogg,-1,
numeric,2229,stay_out,PACENOTE,LINE,RBR,Extended.ini,2,Stay Out,stay_out2.ogg,-1,
numeric,2230,bumpy_braking,PACENOTE,CAUTIONS,RBR,Extended.ini,2,Bumpy Braking,bumpy_braking1.ogg,-1,
numeric,2230,bumpy_braking,PACENOTE,CAUTIONS,RBR,Extended.ini,2,Bumpy Braking,bumpy_braking2.ogg,-1,
numeric,2231,over_narrow_bridge,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Over Narrow Bridge,over_narrow_bridge1.ogg,-1,
numeric,2231,over_narrow_bridge,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Over Narrow Bridge,over_narrow_bridge2.ogg,-1,
numeric,2232,gets_rougher,PACENOTE,SURFACE,RBR,Extended.ini,2,Gets Rougher,gets_rougher1.ogg,-1,
numeric,2232,gets_rougher,PACENOTE,SURFACE,RBR,Extended.ini,2,Gets Rougher,gets_rougher2.ogg,-1,
numeric,2233,gets_smoother,PACENOTE,SURFACE,RBR,Extended.ini,2,Gets Smoother,gets_smoother1.ogg,-1,
numeric,2233,gets_smoother,PACENOTE,SURFACE,RBR,Extended.ini,2,Gets Smoother,gets_smoother2.ogg,-1,
numeric,2234,gets_faster,PACENOTE,ADDITIONAL,RBR,Extended.ini,2,Gets Faster,gets_faster1.ogg,-1,
numeric,2234,gets_faster,PACENOTE,ADDITIONAL,RBR,Extended.ini,2,Gets Faster,gets_faster2.ogg,-1,
numeric,2235,gets_slower,PACENOTE,ADDITIONAL,RBR,Extended.ini,2,Gets Slower,gets_slower1.ogg,-1,
numeric,2235,gets_slower,PACENOTE,ADDITIONAL,RBR,Extended.ini,2,Gets Slower,gets_slower2.ogg,-1,
numeric,2236,surface_change,PACENOTE,SURFACE,RBR,Extended.ini,2,Surface Change,surface_change1.ogg,-1,
numeric,2236,surface_change,PACENOTE,SURFACE,RBR,Extended.ini,2,Surface Change,surface_change2.ogg,-1,
numeric,2237,bumps_over,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Bumps Over_(dist.),bumps_over1.ogg,-1,
numeric,2237,bumps_over,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Bumps Over_(dist.),bumps_over2.ogg,-1,
numeric,2238,over_rocks,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Over Rocks,over_rocks1.ogg,-1,
numeric,2238,over_rocks,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Over Rocks,over_rocks2.ogg,-1,
numeric,2239,onto_field,PACENOTE,SURFACE,RBR,Extended.ini,2,Onto Field,onto_field1.ogg,-1,
numeric,2239,onto_field,PACENOTE,SURFACE,RBR,Extended.ini,2,Onto Field,onto_field2.ogg,-1,
numeric,2240,fickle,PACENOTE,ADDITIONAL,RBR,Extended.ini,2,Fickle,fickle1.ogg,-1,
numeric,2240,fickle,PACENOTE,ADDITIONAL,RBR,Extended.ini,2,Fickle,fickle2.ogg,-1,
numeric,2241,to_jump,PACENOTE,OBSTACLES,RBR,Extended.ini,2,To Jump,to_jump1.ogg,-1,
numeric,2241,to_jump,PACENOTE,OBSTACLES,RBR,Extended.ini,2,To Jump,to_jump2.ogg,-1,
numeric,2242,double_dont,PACENOTE,LINE,RBR,Extended.ini,2,Double Don't,double_dont1.ogg,-1,
numeric,2242,double_dont,PACENOTE,LINE,RBR,Extended.ini,2,Double Don't,double_dont2.ogg,-1,
numeric,2243,triple_dont,PACENOTE,LINE,RBR,Extended.ini,2,Triple Don't,triple_dont1.ogg,-1,
numeric,2243,triple_dont,PACENOTE,LINE,RBR,Extended.ini,2,Triple Don't,triple_dont2.ogg,-1,
numeric,2244,important,PACENOTE,ADDITIONAL,RBR,Extended.ini,2,Important,important1.ogg,-1,
numeric,2244,important,PACENOTE,ADDITIONAL,RBR,Extended.ini,2,Important,important2.ogg,-1,
numeric,2245,crest_to_left,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Crest To Left,crest_to_left1.ogg,-1,
numeric,2245,crest_to_left,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Crest To Left,crest_to_left2.ogg,-1,
numeric,2246,crest_to_right,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Crest To Right,crest_to_right1.ogg,-1,
numeric,2246,crest_to_right,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Crest To Right,crest_to_right2.ogg,-1,
numeric,2247,medium_scale,PACENOTE,CORNERS,RBR,Descriptive.ini,3,4,four_scale1.ogg,-1,
numeric,2247,medium_scale,PACENOTE,CORNERS,RBR,Descriptive.ini,3,4,four_scale2.ogg,-1,
numeric,2247,medium_scale,PACENOTE,CORNERS,RBR,Descriptive.ini,3,4,four_scale3.ogg,-1,
numeric,2248,fuckinglong,PACENOTE,ADDITIONAL,RBR,Extended.ini,3,Fucking Long,fuckinglong1.ogg,-1,
numeric,2248,fuckinglong,PACENOTE,ADDITIONAL,RBR,Extended.ini,3,Fucking Long,fuckinglong2.ogg,-1,
numeric,2248,fuckinglong,PACENOTE,ADDITIONAL,RBR,Extended.ini,3,Fucking Long,fuckinglong3.ogg,-1,
numeric,2249,tightensveryverylong,PACENOTE,ADJECTIVES,RBR,Extended.ini,2,Tightens Very Very Long,tightens_veryverylong1.ogg,-1,
numeric,2249,tightensveryverylong,PACENOTE,ADJECTIVES,RBR,Extended.ini,2,Tightens Very Very Long,tightens_veryverylong2.ogg,-1,
numeric,2250,tightensfuckinglong,PACENOTE,ADJECTIVES,RBR,Extended.ini,2,Tightens Fucking Long,tightens_fuckinglong1.ogg,-1,
numeric,2250,tightensfuckinglong,PACENOTE,ADJECTIVES,RBR,Extended.ini,2,Tightens Fucking Long,tightens_fuckinglong2.ogg,-1,
numeric,2251,opensveryverylong,PACENOTE,ADJECTIVES,RBR,Extended.ini,2,Opens Very Very Long,opens_veryverylong1.ogg,-1,
numeric,2251,opensveryverylong,PACENOTE,ADJECTIVES,RBR,Extended.ini,2,Opens Very Very Long,opens_veryverylong2.ogg,-1,
numeric,2252,opensfuckinglong,PACENOTE,ADJECTIVES,RBR,Extended.ini,2,Opens Fucking Long,opens_fuckinglong1.ogg,-1,
numeric,2252,opensfuckinglong,PACENOTE,ADJECTIVES,RBR,Extended.ini,2,Opens Fucking Long,opens_fuckinglong2.ogg,-1,
numeric,2253,tightenssharp,PACENOTE,ADJECTIVES,RBR,Extended.ini,2,Tightens Sharp,tightens_sharp1.ogg,-1,
numeric,2253,tightenssharp,PACENOTE,ADJECTIVES,RBR,Extended.ini,2,Tightens Sharp,tightens_sharp2.ogg,-1,
numeric,2254,tightensround,PACENOTE,ADJECTIVES,RBR,Extended.ini,2,Tightens Round,tightens_round1.ogg,-1,
numeric,2254,tightensround,PACENOTE,ADJECTIVES,RBR,Extended.ini,2,Tightens Round,tightens_round2.ogg,-1,
numeric,2255,openssharp,PACENOTE,ADJECTIVES,RBR,Extended.ini,2,Opens Sharp,opens_sharp1.ogg,-1,
numeric,2255,openssharp,PACENOTE,ADJECTIVES,RBR,Extended.ini,2,Opens Sharp,opens_sharp2.ogg,-1,
numeric,2256,opensround,PACENOTE,ADJECTIVES,RBR,Extended.ini,2,Opens Round,opens_round1.ogg,-1,
numeric,2256,opensround,PACENOTE,ADJECTIVES,RBR,Extended.ini,2,Opens Round,opens_round2.ogg,-1,
numeric,2257,over_early_crest,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Over Early Crest,over_early_crest1.ogg,-1,
numeric,2257,over_early_crest,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Over Early Crest,over_early_crest2.ogg,-1,
numeric,2258,over_late_crest,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Over Late Crest,over_late_crest1.ogg,-1,
numeric,2258,over_late_crest,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Over Late Crest,over_late_crest2.ogg,-1,
numeric,2259,brake_10,PACENOTE,CAUTIONS,RBR,Extended.ini,3,Brake 10,brake_10_1.ogg,-1,
numeric,2259,brake_10,PACENOTE,CAUTIONS,RBR,Extended.ini,3,Brake 10,brake_10_2.ogg,-1,
numeric,2259,brake_10,PACENOTE,CAUTIONS,RBR,Extended.ini,3,Brake 10,brake_10_3.ogg,-1,
numeric,2260,black_ice,PACENOTE,SURFACE,RBR,Extended.ini,2,Black Ice,black_ice1.ogg,-1,
numeric,2260,black_ice,PACENOTE,SURFACE,RBR,Extended.ini,2,Black Ice,black_ice2.ogg,-1,
numeric,2261,at_log,PACENOTE,PREPOSITIONS,RBR,Extended.ini,2,At Log,at_log1.ogg,-1,
numeric,2261,at_log,PACENOTE,PREPOSITIONS,RBR,Extended.ini,2,At Log,at_log2.ogg,-1,
numeric,2262,square_right_plus,PACENOTE,CORNERS,RBR,Descriptive.ini,4,2 Right+,two_right_plus1.ogg,-1,
numeric,2262,square_right_plus,PACENOTE,CORNERS,RBR,Descriptive.ini,4,2 Right+,two_right_plus2.ogg,-1,
numeric,2262,square_right_plus,PACENOTE,CORNERS,RBR,Descriptive.ini,4,2 Right+,two_right_plus3.ogg,-1,
numeric,2262,square_right_plus,PACENOTE,CORNERS,RBR,Descriptive.ini,4,2 Right+,two_right_plus4.ogg,-1,
numeric,2263,square_left_plus,PACENOTE,CORNERS,RBR,Descriptive.ini,4,2 Left+,two_left_plus1.ogg,-1,
numeric,2263,square_left_plus,PACENOTE,CORNERS,RBR,Descriptive.ini,4,2 Left+,two_left_plus2.ogg,-1,
numeric,2263,square_left_plus,PACENOTE,CORNERS,RBR,Descriptive.ini,4,2 Left+,two_left_plus3.ogg,-1,
numeric,2263,square_left_plus,PACENOTE,CORNERS,RBR,Descriptive.ini,4,2 Left+,two_left_plus4.ogg,-1,
numeric,2264,tightenstosquare_plus,PACENOTE,ADJECTIVES,RBR,Extended.ini,3,Tightens 2+,tightens_two_plus1.ogg,-1,
numeric,2264,tightenstosquare_plus,PACENOTE,ADJECTIVES,RBR,Extended.ini,3,Tightens 2+,tightens_two_plus2.ogg,-1,
numeric,2264,tightenstosquare_plus,PACENOTE,ADJECTIVES,RBR,Extended.ini,3,Tightens 2+,tightens_two_plus3.ogg,-1,
numeric,2265,tosquare_plus,PACENOTE,ADJECTIVES,RBR,Extended.ini,3,_2+,_two_plus1.ogg,-1,
numeric,2265,tosquare_plus,PACENOTE,ADJECTIVES,RBR,Extended.ini,3,_2+,_two_plus2.ogg,-1,
numeric,2265,tosquare_plus,PACENOTE,ADJECTIVES,RBR,Extended.ini,3,_2+,_two_plus3.ogg,-1,
numeric,2266,post_early,PACENOTE,LINE,RBR,Extended.ini,2,Post Early,post_early1.ogg,-1,
numeric,2266,post_early,PACENOTE,LINE,RBR,Extended.ini,2,Post Early,post_early2.ogg,-1,
numeric,2267,post_late,PACENOTE,LINE,RBR,Extended.ini,2,Post Late,post_late1.ogg,-1,
numeric,2267,post_late,PACENOTE,LINE,RBR,Extended.ini,2,Post Late,post_late2.ogg,-1,
numeric,2268,posts,PACENOTE,LINE,RBR,Extended.ini,2,Posts,posts1.ogg,-1,
numeric,2268,posts,PACENOTE,LINE,RBR,Extended.ini,2,Posts,posts2.ogg,-1,
numeric,2269,overcrest_nolink,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Over Crest,over_crest1.ogg,-1,
numeric,2269,overcrest_nolink,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Over Crest,over_crest2.ogg,-1,
numeric,2270,care_nolink,PACENOTE,CAUTIONS,RBR,Extended.ini,3,Care,care1.ogg,-1,
numeric,2270,care_nolink,PACENOTE,CAUTIONS,RBR,Extended.ini,3,Care,care2.ogg,-1,
numeric,2270,care_nolink,PACENOTE,CAUTIONS,RBR,Extended.ini,3,Care,care3.ogg,-1,
numeric,2271,caution_nolink,PACENOTE,CAUTIONS,RBR,Extended.ini,3,Caution,caution1.ogg,-1,
numeric,2271,caution_nolink,PACENOTE,CAUTIONS,RBR,Extended.ini,3,Caution,caution2.ogg,-1,
numeric,2271,caution_nolink,PACENOTE,CAUTIONS,RBR,Extended.ini,3,Caution,caution3.ogg,-1,
numeric,2272,square_plus_scale,PACENOTE,CORNERS,RBR,Descriptive.ini,3,2+,two_plus_scale1.ogg,-1,
numeric,2272,square_plus_scale,PACENOTE,CORNERS,RBR,Descriptive.ini,3,2+,two_plus_scale2.ogg,-1,
numeric,2272,square_plus_scale,PACENOTE,CORNERS,RBR,Descriptive.ini,3,2+,two_plus_scale3.ogg,-1,
numeric,2273,late_cut,PACENOTE,LINE,RBR,Extended.ini,2,Late Cut,late_cut1.ogg,-1,
numeric,2273,late_cut,PACENOTE,LINE,RBR,Extended.ini,2,Late Cut,late_cut2.ogg,-1,
numeric,2274,at_logs,PACENOTE,PREPOSITIONS,RBR,Extended.ini,2,At Logs,at_logs1.ogg,-1,
numeric,2274,at_logs,PACENOTE,PREPOSITIONS,RBR,Extended.ini,2,At Logs,at_logs2.ogg,-1,
numeric,2275,niu_brake_jatkuu,PACENOTE,CAUTIONS,RBR,Extended.ini,3,Brake And (NIU),brake_and1.ogg,-1,
numeric,2275,niu_brake_jatkuu,PACENOTE,CAUTIONS,RBR,Extended.ini,3,Brake And (NIU),brake_and2.ogg,-1,
numeric,2275,niu_brake_jatkuu,PACENOTE,CAUTIONS,RBR,Extended.ini,3,Brake And (NIU),brake_and3.ogg,-1,
numeric,2276,deep,PACENOTE,ADDITIONAL,RBR,Extended.ini,2,Deep,deep1.ogg,-1,
numeric,2276,deep,PACENOTE,ADDITIONAL,RBR,Extended.ini,2,Deep,deep2.ogg,-1,
numeric,2277,trust,PACENOTE,ADDITIONAL,RBR,Extended.ini,2,Trust,trust1.ogg,-1,
numeric,2277,trust,PACENOTE,ADDITIONAL,RBR,Extended.ini,2,Trust,trust2.ogg,-1,
numeric,2405,leftish,PACENOTE,LINE,RBR,Extended.ini,2,Leftish,leftish1.ogg,-1,
numeric,2405,leftish,PACENOTE,LINE,RBR,Extended.ini,2,Leftish,leftish2.ogg,-1,
numeric,2406,rightish,PACENOTE,LINE,RBR,Extended.ini,2,Rightish,rightish1.ogg,-1,
numeric,2406,rightish,PACENOTE,LINE,RBR,Extended.ini,2,Rightish,rightish2.ogg,-1,
numeric,2501,niu_small_crest_fabz,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Small Crest (NIU),small_crest1.ogg,-1,
numeric,2501,niu_small_crest_fabz,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Small Crest (NIU),small_crest2.ogg,-1,
numeric,2503,niu_brow,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Crest (NIU),crest1.ogg,-1,
numeric,2503,niu_brow,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Crest (NIU),crest2.ogg,-1,
numeric,2507,two_bales,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Two Bales,two_bales1.ogg,-1,
numeric,2507,two_bales,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Two Bales,two_bales2.ogg,-1,
numeric,2508,three_bales,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Three Bales,three_bales1.ogg,-1,
numeric,2508,three_bales,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Three Bales,three_bales2.ogg,-1,
numeric,2509,four_bales,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Four Bales,four_bales1.ogg,-1,
numeric,2509,four_bales,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Four Bales,four_bales2.ogg,-1,
numeric,2512,logs,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Logs,logs1.ogg,-1,
numeric,2512,logs,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Logs,logs2.ogg,-1,
numeric,2515,gate,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Gate,gate1.ogg,-1,
numeric,2515,gate,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Gate,gate2.ogg,-1,
numeric,2516,big_jump,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Big Jump,big_jump1.ogg,-1,
numeric,2516,big_jump,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Big Jump,big_jump2.ogg,-1,
numeric,2521,bales,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Bales,bales1.ogg,-1,
numeric,2521,bales,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Bales,bales2.ogg,-1,
numeric,2571,surface_note,PACENOTE,SURFACE,RBR,Extended.ini,2,Surface,surface1.ogg,-1,
numeric,2571,surface_note,PACENOTE,SURFACE,RBR,Extended.ini,2,Surface,surface2.ogg,-1,
numeric,2600,be_brave,PACENOTE,DRIVING,RBR,Extended.ini,2,Be Brave,be_brave1.ogg,-1,
numeric,2600,be_brave,PACENOTE,DRIVING,RBR,Extended.ini,2,Be Brave,be_brave2.ogg,-1,
numeric,2604,niu_watch,PACENOTE,CAUTIONS,RBR,Extended.ini,2,Precise (NIU),precise1.ogg,-1,
numeric,2604,niu_watch,PACENOTE,CAUTIONS,RBR,Extended.ini,2,Precise (NIU),precise2.ogg,-1,
numeric,2611,bale,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Bale,bale1.ogg,-1,
numeric,2611,bale,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Bale,bale2.ogg,-1,
numeric,2615,niu_dab,PACENOTE,DRIVING,RBR,Extended.ini,2,Dab (NIU),dab1.ogg,-1,
numeric,2615,niu_dab,PACENOTE,DRIVING,RBR,Extended.ini,2,Dab (NIU),dab2.ogg,-1,
numeric,2622,two_parts,PACENOTE,ADDITIONAL,RBR,Extended.ini,2,Two Parts,two_parts1.ogg,-1,
numeric,2622,two_parts,PACENOTE,ADDITIONAL,RBR,Extended.ini,2,Two Parts,two_parts2.ogg,-1,
numeric,2623,three_parts,PACENOTE,ADDITIONAL,RBR,Extended.ini,2,Three Parts,three_parts1.ogg,-1,
numeric,2623,three_parts,PACENOTE,ADDITIONAL,RBR,Extended.ini,2,Three Parts,three_parts2.ogg,-1,
numeric,2624,four_parts,PACENOTE,ADDITIONAL,RBR,Extended.ini,2,Four Parts,four_parts1.ogg,-1,
numeric,2624,four_parts,PACENOTE,ADDITIONAL,RBR,Extended.ini,2,Four Parts,four_parts2.ogg,-1,
numeric,2625,five_parts,PACENOTE,ADDITIONAL,RBR,Extended.ini,2,Five Parts,five_parts1.ogg,-1,
numeric,2625,five_parts,PACENOTE,ADDITIONAL,RBR,Extended.ini,2,Five Parts,five_parts2.ogg,-1,
numeric,2626,five_bales,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Five Bales,five_bales1.ogg,-1,
numeric,2626,five_bales,PACENOTE,OBSTACLES,RBR,Extended.ini,2,Five Bales,five_bales2.ogg,-1,
reversed,-1,100,RANGE,EXTENDED,RBR,Extended.ini,4,100,100_1.ogg,-1,
reversed,-1,100,RANGE,EXTENDED,RBR,Extended.ini,4,100,100_2.ogg,-1,
reversed,-1,100,RANGE,EXTENDED,RBR,Extended.ini,4,100,100_3.ogg,-1,
reversed,-1,100,RANGE,EXTENDED,RBR,Extended.ini,4,100,100_4.ogg,-1,
reversed,-1,1000,RANGE,EXTENDED,RBR,Extended.ini,4,1000,1000_1.ogg,-1,
reversed,-1,1000,RANGE,EXTENDED,RBR,Extended.ini,4,1000,1000_2.ogg,-1,
reversed,-1,1000,RANGE,EXTENDED,RBR,Extended.ini,4,1000,1000_3.ogg,-1,
reversed,-1,1000,RANGE,EXTENDED,RBR,Extended.ini,4,1000,1000_4.ogg,-1,
reversed,-1,120,RANGE,EXTENDED,RBR,Extended.ini,4,120,120_1.ogg,-1,
reversed,-1,120,RANGE,EXTENDED,RBR,Extended.ini,4,120,120_2.ogg,-1,
reversed,-1,120,RANGE,EXTENDED,RBR,Extended.ini,4,120,120_3.ogg,-1,
reversed,-1,120,RANGE,EXTENDED,RBR,Extended.ini,4,120,120_4.ogg,-1,
reversed,-1,140,RANGE,EXTENDED,RBR,Extended.ini,4,140,140_1.ogg,-1,
reversed,-1,140,RANGE,EXTENDED,RBR,Extended.ini,4,140,140_2.ogg,-1,
reversed,-1,140,RANGE,EXTENDED,RBR,Extended.ini,4,140,140_3.ogg,-1,
reversed,-1,140,RANGE,EXTENDED,RBR,Extended.ini,4,140,140_4.ogg,-1,
reversed,-1,150,RANGE,EXTENDED,RBR,Extended.ini,4,150,150_1.ogg,-1,
reversed,-1,150,RANGE,EXTENDED,RBR,Extended.ini,4,150,150_2.ogg,-1,
reversed,-1,150,RANGE,EXTENDED,RBR,Extended.ini,4,150,150_3.ogg,-1,
reversed,-1,150,RANGE,EXTENDED,RBR,Extended.ini,4,150,150_4.ogg,-1,
reversed,-1,160,RANGE,EXTENDED,RBR,Extended.ini,4,160,160_1.ogg,-1,
reversed,-1,160,RANGE,EXTENDED,RBR,Extended.ini,4,160,160_2.ogg,-1,
reversed,-1,160,RANGE,EXTENDED,RBR,Extended.ini,4,160,160_3.ogg,-1,
reversed,-1,160,RANGE,EXTENDED,RBR,Extended.ini,4,160,160_4.ogg,-1,
reversed,-1,180,RANGE,EXTENDED,RBR,Extended.ini,4,180,180_1.ogg,-1,
reversed,-1,180,RANGE,EXTENDED,RBR,Extended.ini,4,180,180_2.ogg,-1,
reversed,-1,180,RANGE,EXTENDED,RBR,Extended.ini,4,180,180_3.ogg,-1,
reversed,-1,180,RANGE,EXTENDED,RBR,Extended.ini,4,180,180_4.ogg,-1,
reversed,-1,200,RANGE,EXTENDED,RBR,Extended.ini,4,200,200_1.ogg,-1,
reversed,-1,200,RANGE,EXTENDED,RBR,Extended.ini,4,200,200_2.ogg,-1,
reversed,-1,200,RANGE,EXTENDED,RBR,Extended.ini,4,200,200_3.ogg,-1,
reversed,-1,200,RANGE,EXTENDED,RBR,Extended.ini,4,200,200_4.ogg,-1,
reversed,-1,250,RANGE,EXTENDED,RBR,Extended.ini,4,250,250_1.ogg,-1,
reversed,-1,250,RANGE,EXTENDED,RBR,Extended.ini,4,250,250_2.ogg,-1,
